wals code,name,value,description,latitude,longitude,genus,family,area
xoo,!Xóõ,2,VO,-24,21.5,Tu,Tu,Word Order
ani,//Ani,3,No dominant order,-18.91666667,21.91666667,Khoe-Kwadi,Khoe-Kwadi,Word Order
xam,/Xam,2,VO,-31,21,Tu,Tu,Word Order
huc,=|Hoan,2,VO,-25.5,25,=|Hoan,Kxa,Word Order
aar,Aari,1,OV,6,36.58333333,South Omotic,Afro-Asiatic,Word Order
aba,Abau,1,OV,-4,141.25,Abau,Sepik,Word Order
abi,Abipón,2,VO,-29,-61,Abipon,Guaicuruan,Word Order
abk,Abkhaz,1,OV,43.08333333,41,Northwest Caucasian,Northwest Caucasian,Word Order
abv,Abui,1,OV,-8.25,124.6666667,Alor-Pantar,Greater West Bomberai,Word Order
abu,Abun,2,VO,-0.5,132.5,Abun,Abun,Word Order
ace,Acehnese,3,No dominant order,5.5,95.5,Malayo-Sumbawan,Austronesian,Word Order
acg,Achagua,2,VO,4.416666667,-72.25,Japura-Colombia,Arawakan,Word Order
acn,Achang,1,OV,25,98.5,Burmese-Lolo,Sino-Tibetan,Word Order
acl,Acholi,2,VO,3,32.66666667,Western Nilotic,Eastern Sudanic,Word Order
acu,Achuar,1,OV,-2.66667,-76,Jivaroan,Jivaroan,Word Order
acm,Achumawi,2,VO,41.5,-121,Achumawi,Hokan,Word Order
aco,Acoma,3,No dominant order,34.91666667,-107.5833333,Keresan,Keresan,Word Order
adg,Adang,1,OV,-8.2,124,Alor-Pantar,Greater West Bomberai,Word Order
adi,Adioukrou,2,VO,5.416666667,-4.583333333,Agneby,Niger-Congo,Word Order
ady,Adyghe (Abzakh),1,OV,45.23333333,40.58333333,Northwest Caucasian,Northwest Caucasian,Word Order
adn,Adynyamathanha,3,No dominant order,-30.5,139.5,Central Pama-Nyungan,Pama-Nyungan,Word Order
adz,Adzera,2,VO,-6.25,146.25,Oceanic,Austronesian,Word Order
awi,Aekyom,1,OV,-5.75,141.4166667,Elevala,Kamula-Elevala,Word Order
aga,Agarabi,1,OV,-6.166666667,146,Gauwa,Trans-New Guinea,Word Order
agh,Aghem,2,VO,6.666666667,10,Wide Grassfields,Niger-Congo,Word Order
agc,Agta (Central),2,VO,17.96666667,121.8333333,Greater Central Philippine,Austronesian,Word Order
agd,Agta (Dupaningan),2,VO,18,122.0833333,Greater Central Philippine,Austronesian,Word Order
ain,Ainu,1,OV,43,143,Ainu,Ainu,Word Order
aja,Aja,2,VO,7.333333333,25.66666667,Kresh,Central Sudanic,Word Order
ajg,Ajagbe,3,No dominant order,7,1.75,Gbe,Niger-Congo,Word Order
akn,Akan,2,VO,6.5,-1.25,Tano,Niger-Congo,Word Order
akh,Akha,1,OV,21.83333333,99.83333333,Burmese-Lolo,Sino-Tibetan,Word Order
ala,Alamblak,1,OV,-4.666666667,143.3333333,Sepik Hill,Sepik,Word Order
alw,Alawa,3,No dominant order,-15.16666667,134.25,Mara,Mangarrayi-Maran,Word Order
alb,Albanian,2,VO,41,20,Albanian,Indo-European,Word Order
ale,Aleut,1,OV,54,-166,Aleut,Eskimo-Aleut,Word Order
als,Alsea,2,VO,44.66666667,-123.9166667,Alsea,Oregon Coast,Word Order
aln,Alune,2,VO,-3,128.3333333,Central Malayo-Polynesian,Austronesian,Word Order
aly,Alyawarra,1,OV,-22.5,135,Central Pama-Nyungan,Pama-Nyungan,Word Order
amc,Amahuaca,1,OV,-10.5,-72.5,Panoan,Pano-Tacanan,Word Order
amn,Amanab,1,OV,-3.583333333,141.25,Border,Border,Word Order
ama,Amara,2,VO,-5.666666667,148.5,Oceanic,Austronesian,Word Order
aml,Ambae (Lolovoli Northeast),2,VO,-15.41666667,167.8833333,Oceanic,Austronesian,Word Order
amq,Ambai,2,VO,-1.833333333,136.5,South Halmahera - West New Guinea,Austronesian,Word Order
amb,Ambulas,1,OV,-3.833333333,143,Ndu,Sepik,Word Order
amt,Amdo (Themchen),1,OV,38,98,Bodic,Sino-Tibetan,Word Order
ame,Amele,1,OV,-5.25,145.5833333,Mabuso,Trans-New Guinea,Word Order
amh,Amharic,1,OV,10,38,Semitic,Afro-Asiatic,Word Order
ami,Amis,2,VO,23.33333333,121.3333333,East Formosan,Austronesian,Word Order
amo,Amo,2,VO,10.33333333,8.666666667,Central Kainji,Niger-Congo,Word Order
amx,Anamuxra,1,OV,-4.666666667,145,Josephstaal,Trans-New Guinea,Word Order
anj,Anejom,2,VO,-20.2,169.8,Oceanic,Austronesian,Word Order
agm,Angami,1,OV,25.66666667,94.5,Angami-Pochuri,Sino-Tibetan,Word Order
anc,Angas,2,VO,9.5,9.5,West Chadic,Afro-Asiatic,Word Order
ang,Anggor,1,OV,-3.75,141.1666667,Senagi,Senagi,Word Order
agt,Anguthimri,1,OV,-12.33333333,141.8333333,Northern Pama-Nyungan,Pama-Nyungan,Word Order
ann,Anindilyakwa,2,VO,-14,136.5,Anindilyakwa,Gunwinyguan,Word Order
ano,Anong,1,OV,27.33333333,98.75,Nungish,Sino-Tibetan,Word Order
anu,Anufo,2,VO,10.08333333,0.25,Tano,Niger-Congo,Word Order
ayi,Anyi,2,VO,7,-3.5,Tano,Niger-Congo,Word Order
any,Anywa,3,No dominant order,8,33.5,Western Nilotic,Eastern Sudanic,Word Order
ane,Anêm,2,VO,-5.583333333,149.0833333,Anêm,Anêm,Word Order
ao,Ao,1,OV,26.58333333,94.66666667,Central Naga,Sino-Tibetan,Word Order
apw,Apache (Western),1,OV,33.75,-110,Athapaskan,Na-Dene,Word Order
apl,Apalaí,1,OV,0,-54,Cariban,Cariban,Word Order
apt,Apatani,1,OV,27.5,93.75,Tani,Sino-Tibetan,Word Order
api,Apinayé,1,OV,-5.5,-48,Je Setentrional,Macro-Ge,Word Order
apu,Apurinã,3,No dominant order,-9,-67,Purus,Arawakan,Word Order
abn,Arabana,1,OV,-28.25,136.25,Central Pama-Nyungan,Pama-Nyungan,Word Order
aeg,Arabic (Egyptian),2,VO,30,31,Semitic,Afro-Asiatic,Word Order
arg,Arabic (Gulf),2,VO,26,49,Semitic,Afro-Asiatic,Word Order
arq,Arabic (Iraqi),2,VO,33,44,Semitic,Afro-Asiatic,Word Order
arj,Arabic (Kuwaiti),2,VO,29.5,47.5,Semitic,Afro-Asiatic,Word Order
ams,Arabic (Modern Standard),2,VO,25,42,Semitic,Afro-Asiatic,Word Order
amr,Arabic (Moroccan),2,VO,34,-6,Semitic,Afro-Asiatic,Word Order
asy,Arabic (Syrian),2,VO,34,38,Semitic,Afro-Asiatic,Word Order
ana,Araona,1,OV,-12.33333333,-67.75,Tacanan,Pano-Tacanan,Word Order
aab,Arapesh (Abu),2,VO,-3.45,142.95,Kombio-Arapesh,Torricelli,Word Order
arp,Arapesh (Mountain),2,VO,-3.466666667,143.1666667,Kombio-Arapesh,Torricelli,Word Order
abo,Arbore,1,OV,5,36.75,Lowland East Cushitic,Afro-Asiatic,Word Order
arc,Archi,1,OV,42,46.83333333,Lezgic,Nakh-Daghestanian,Word Order
ari,Aribwatsa,2,VO,-6.716666667,147,Oceanic,Austronesian,Word Order
arm,Armenian (Eastern),3,No dominant order,40,45,Armenian,Indo-European,Word Order
arw,Armenian (Western),1,OV,38.5,43.5,Armenian,Indo-European,Word Order
alk,Arop-Lokep,2,VO,-5.383333333,147.05,Oceanic,Austronesian,Word Order
aro,Arosi,2,VO,-10.25,161.3333333,Oceanic,Austronesian,Word Order
amp,Arrernte (Mparntwe),1,OV,-24,136,Central Pama-Nyungan,Pama-Nyungan,Word Order
asm,Asmat,1,OV,-5.5,138.5,Asmat-Kamrau Bay,Asmat-Kamrau Bay,Word Order
ass,Assamese,1,OV,26,93,Indic,Indo-European,Word Order
asu,Asuriní,1,OV,-3.5,-49.5,Maweti-Guarani,Tupian,Word Order
atm,Atacameño,1,OV,-23,-69,Kunza,Kunza,Word Order
atk,Atakapa,1,OV,30,-93.5,Atakapa,Atakapa,Word Order
ata,Atayal,2,VO,24.5,121.3333333,Atayalic,Austronesian,Word Order
ath,Athpare,1,OV,27,87.33333333,Himalayish,Sino-Tibetan,Word Order
au,Au,2,VO,-3.583333333,142.0833333,Central Wapei,Torricelli,Word Order
ava,Avar,1,OV,42.5,46.5,Avar-Andic-Tsezic,Nakh-Daghestanian,Word Order
avk,Avikam,2,VO,5.166666667,-5.5,Avikam-Alladian,Niger-Congo,Word Order
avo,Avokaya,3,No dominant order,4.666666667,30,Moru-Ma'di,Central Sudanic,Word Order
awa,Awa,1,OV,-6.666666667,145.75,Gauwa,Trans-New Guinea,Word Order
awp,Awa Pit,1,OV,1.5,-78.25,Barbacoan,Barbacoan,Word Order
awt,Awtuw,1,OV,-3.583333333,142,Ram,Sepik,Word Order
awy,Awyi,1,OV,-2.916666667,140.5833333,Border,Border,Word Order
ayw,Ayiwo,2,VO,-10.33333333,166.25,Oceanic,Austronesian,Word Order
aym,Aymara (Central),1,OV,-17,-69,Aymaran,Aymaran,Word Order
ayo,Ayomán,2,VO,11,-69,Jirajaran,Jirajaran,Word Order
ayr,Ayoreo,2,VO,-20.25,-59.25,Zamucoan,Zamucoan,Word Order
azi,Azari (Iranian),1,OV,37.5,47,Turkic,Altaic,Word Order
aze,Azerbaijani,1,OV,40.5,48.5,Turkic,Altaic,Word Order
bbl,Babole,2,VO,1.083333333,17.25,Bantu,Niger-Congo,Word Order
bab,Babungo,2,VO,6.116666667,10.41666667,Wide Grassfields,Niger-Congo,Word Order
bac,Bachamal,3,No dominant order,-13.16666667,130.1666667,Wandjiginy,Wandjiginy,Word Order
bdm,Badimaya,1,OV,-27.66666667,118,Western Pama-Nyungan,Pama-Nyungan,Word Order
baf,Bafut,2,VO,6.25,9.916666667,Wide Grassfields,Niger-Congo,Word Order
bgs,Baga Sitemu,2,VO,10.5,-14.5,Northern Mel,Niger-Congo,Word Order
bag,Bagirmi,2,VO,11.66666667,16,Bongo-Bagirmi,Central Sudanic,Word Order
bgr,Bagiro,2,VO,4.333333333,20.58333333,Bongo-Bagirmi,Central Sudanic,Word Order
bdw,Baham,1,OV,-3.166666667,132.6666667,West Bomberai,Greater West Bomberai,Word Order
bai,Bai,2,VO,26,100,Macro-Bai,Sino-Tibetan,Word Order
baj,Bajau (Sama),2,VO,-4.333333333,123,Sama-Bajaw,Austronesian,Word Order
bwc,Bajau (West Coast),2,VO,6.333333333,116.3333333,Sama-Bajaw,Austronesian,Word Order
bak,Baka (in Cameroon),2,VO,2.583333333,13.58333333,Ubangi,Niger-Congo,Word Order
bka,Baka (in South Sudan),2,VO,4.833333333,29.25,Bongo-Bagirmi,Central Sudanic,Word Order
bku,Bakueri,2,VO,4.25,9.25,Bantu,Niger-Congo,Word Order
blg,Balangao,2,VO,17.16666667,121.1666667,Northern Luzon,Austronesian,Word Order
blz,Balanta,2,VO,12.25,-15.33333333,Balanta,Niger-Congo,Word Order
bvi,Bali-Vitu,2,VO,-4.9,149.1166667,Oceanic,Austronesian,Word Order
blt,Balti,1,OV,35,76,Bodic,Sino-Tibetan,Word Order
bam,Bambara,1,OV,12.5,-7.5,Western Mande,Mande,Word Order
bnj,Bandjalang,1,OV,-28.75,153,Southeastern Pama-Nyungan,Pama-Nyungan,Word Order
bgz,Banggi,2,VO,7.25,117.1666667,North Borneo,Austronesian,Word Order
bgm,Bangime,1,OV,14.91666667,-3.833333333,Bangime,Bangime,Word Order
bnk,Bankon,2,VO,4.416666667,9.583333333,Bantu,Niger-Congo,Word Order
bnn,Banoni,2,VO,-6.416666667,155.25,Oceanic,Austronesian,Word Order
bao,Bao'an,1,OV,35.75,102.8333333,Mongolic,Altaic,Word Order
ble,Baoulé,2,VO,7,-5,Tano,Niger-Congo,Word Order
brl,Baragaunle,1,OV,28.83333333,83.83333333,Bodic,Sino-Tibetan,Word Order
baa,Barai,1,OV,-9.333333333,148.0833333,Koiarian,Trans-New Guinea,Word Order
bbu,Barambu,2,VO,3.5,27,Ubangi,Niger-Congo,Word Order
brs,Barasano,1,OV,-0.1666666667,-70.66666667,Tucanoan,Tucanoan,Word Order
bar,Bari,2,VO,5,31.66666667,Eastern Nilotic,Eastern Sudanic,Word Order
brp,Barupu,1,OV,-3.083333333,142.0833333,Warapu,Skou,Word Order
bry,Baruya,1,OV,-6.916666667,145.9166667,Nuclear Angan,Trans-New Guinea,Word Order
bae,Baré,2,VO,1,-67,Japura-Colombia,Arawakan,Word Order
bsr,Basari,1,OV,12.66666667,-13,Tenda,Niger-Congo,Word Order
bas,Basaá,2,VO,3.916666667,10.5,Bantu,Niger-Congo,Word Order
bsk,Bashkir,1,OV,53,58,Turkic,Altaic,Word Order
bsq,Basque,1,OV,43,-3,Basque,Basque,Word Order
bkr,Batak (Karo),2,VO,3.25,98.25,Northwest Sumatra-Barrier Islands,Austronesian,Word Order
bto,Batak (Toba),2,VO,2.5,99,Northwest Sumatra-Barrier Islands,Austronesian,Word Order
baq,Baure,2,VO,-13.08333333,-64.16666667,Bolivia-Parana,Arawakan,Word Order
bzi,Bauzi,1,OV,-2.5,137.5,Geelvink Bay,Geelvink Bay,Word Order
baw,Bawm,1,OV,22.5,92.25,Kuki-Chin,Sino-Tibetan,Word Order
bej,Beja,1,OV,18,36,Beja,Afro-Asiatic,Word Order
bel,Belhare,1,OV,26.96666667,87.3,Himalayish,Sino-Tibetan,Word Order
bco,Bella Coola,2,VO,52.5,-126.6666667,Bella Coola,Salishan,Word Order
blr,Belorussian,3,No dominant order,54,28,Slavic,Indo-European,Word Order
blu,Bena-Lulua,2,VO,-6,21,Bantu,Niger-Congo,Word Order
ben,Bengali,1,OV,24,90,Indic,Indo-European,Word Order
brq,Bera,2,VO,1.5,30.03,Bantu,Niger-Congo,Word Order
bse,Berber (Ayt Seghrouchen Middle Atlas),2,VO,33.33333333,-4.666666667,Berber,Afro-Asiatic,Word Order
bch,Berber (Chaouia),2,VO,35,7,Berber,Afro-Asiatic,Word Order
bfg,Berber (Figuig),2,VO,32.5,-1.5,Berber,Afro-Asiatic,Word Order
bma,Berber (Middle Atlas),2,VO,33,-5,Berber,Afro-Asiatic,Word Order
brf,Berber (Rif),2,VO,34.5,-4,Berber,Afro-Asiatic,Word Order
zag,Beria,1,OV,16,23,Eastern Saharan,Saharan,Word Order
ber,Berta,2,VO,10.33333333,34.66666667,Berta,Berta,Word Order
bti,Betoi,1,OV,7.166666667,-71.25,Betoi,Betoi,Word Order
bkb,Betta Kurumba,1,OV,11.5,76.75,Dravidian,Dravidian,Word Order
bho,Bhojpuri,1,OV,26,84,Indic,Indo-European,Word Order
bhu,Bhumij,1,OV,21.33333333,86.5,Munda,Austro-Asiatic,Word Order
bik,Biak,2,VO,-1,136,South Halmahera - West New Guinea,Austronesian,Word Order
bid,Bidiya,2,VO,11.91666667,18.75,East Chadic,Afro-Asiatic,Word Order
bkl,Bikol,2,VO,13.33333333,123.5,Greater Central Philippine,Austronesian,Word Order
bln,Bilin,1,OV,15.75,38.5,Central Cushitic,Afro-Asiatic,Word Order
blx,Biloxi,1,OV,30.5,-88.66666667,Ohio Valley Siouan,Siouan,Word Order
bil,Bilua,2,VO,-7.75,156.6666667,Bilua,Solomons East Papuan,Word Order
bmb,Bimoba,2,VO,10.5,0,Oti-Volta,Niger-Congo,Word Order
bin,Binandere,1,OV,-8.25,148,Binanderean,Trans-New Guinea,Word Order
big,Binga,2,VO,8,25,Bongo-Bagirmi,Central Sudanic,Word Order
bni,Bini,2,VO,6.416666667,5.833333333,Edoid,Niger-Congo,Word Order
bbw,Bininj Gun-Wok,1,OV,-12.5,133.75,Marne,Gunwinyguan,Word Order
bii,Biri,2,VO,-20.5,146.5,Northern Pama-Nyungan,Pama-Nyungan,Word Order
bir,Birom,2,VO,9.666666667,8.833333333,Benue-Congo Plateau,Niger-Congo,Word Order
biu,Bisu,1,OV,19.75,100,Burmese-Lolo,Sino-Tibetan,Word Order
bla,Blackfoot,2,VO,50,-112.6666667,Algonquian,Algic,Word Order
boa,Boazi (Kuni),1,OV,-7,141.3333333,Boazi,Trans-New Guinea,Word Order
bob,Bobangi,2,VO,-1.333333333,17.33333333,Bantu,Niger-Congo,Word Order
bod,Bodo,1,OV,26.83333333,92,Brahmaputran,Sino-Tibetan,Word Order
boq,Bokar,1,OV,28.5,94.66666667,Tani,Sino-Tibetan,Word Order
bok,Boko,1,OV,10.5,3.5,Eastern Mande,Mande,Word Order
bol,Bolia,2,VO,-1.25,18.33333333,Bantu,Niger-Congo,Word Order
bgo,Bongo,2,VO,7.5,28.5,Bongo-Bagirmi,Central Sudanic,Word Order
bon,Bongu,1,OV,-5.5,145.9166667,Rai Coast,Trans-New Guinea,Word Order
btk,Bontok,2,VO,17.08333333,120.9166667,Northern Luzon,Austronesian,Word Order
boj,Bori,1,OV,28.33333333,94.75,Tani,Sino-Tibetan,Word Order
brr,Bororo,2,VO,-16,-57,Bororoan,Bororoan,Word Order
bra,Brao,2,VO,14.16666667,107.5,Bahnaric,Austro-Asiatic,Word Order
bre,Breton,2,VO,48,-3,Celtic,Indo-European,Word Order
bri,Bribri,1,OV,9.416666667,-83,Western Isthmic Chibchan,Chibchan,Word Order
bkt,Brokskat,1,OV,35.33333333,76.5,Indic,Indo-European,Word Order
bub,Bubi,2,VO,3.5,8.666666667,Bantu,Niger-Congo,Word Order
bdu,Budu,2,VO,2,28,Bantu,Niger-Congo,Word Order
bud,Buduma,2,VO,13.5,14.5,Biu-Mandara,Afro-Asiatic,Word Order
bug,Bugis,2,VO,-4,120,South Sulawesi,Austronesian,Word Order
bgn,Bugun,1,OV,27.5,92.58333333,Kho-Bwa,Sino-Tibetan,Word Order
bun,Buin,1,OV,-6.75,155.75,South Bougainville,South Bougainville,Word Order
bnu,Bularnu,1,OV,-21,138,Western Pama-Nyungan,Pama-Nyungan,Word Order
bul,Bulgarian,2,VO,42.5,25,Slavic,Indo-European,Word Order
buy,Buli (in Ghana),2,VO,10.5,-1.25,Oti-Volta,Niger-Congo,Word Order
bum,Buma,2,VO,-11.63333333,166.8333333,Oceanic,Austronesian,Word Order
ghr,Bunan,1,OV,32.5,77,Bodic,Sino-Tibetan,Word Order
pnu,Bunu (Younuo),2,VO,24,107,Hmongic,Hmong-Mien,Word Order
bnb,Bunuba,3,No dominant order,-17.75,125.75,Bunuban,Bunuban,Word Order
bua,Burarra,1,OV,-12.25,134.5833333,Burarran,Mangrida,Word Order
but,Buriat,1,OV,52,108,Mongolic,Altaic,Word Order
brm,Burmese,1,OV,21,96,Burmese-Lolo,Sino-Tibetan,Word Order
buu,Buru,2,VO,-3.5,126.5,Central Malayo-Polynesian,Austronesian,Word Order
brn,Burunge,2,VO,-5.333333333,36,Southern Cushitic,Afro-Asiatic,Word Order
bur,Burushaski,1,OV,36.5,74.5,Burushaski,Burushaski,Word Order
bus,Busa,1,OV,9.666666667,4,Eastern Mande,Mande,Word Order
bsh,Bushoong,2,VO,-4.5,21.5,Bantu,Niger-Congo,Word Order
dok,Bwele,2,VO,3.216666667,19.28333333,Bantu,Niger-Congo,Word Order
bya,Byansi,1,OV,30.16666667,80.5,Bodic,Sino-Tibetan,Word Order
cah,Cahuilla,1,OV,33.5,-116.25,Northern Uto-Aztecan,Uto-Aztecan,Word Order
cak,Cakchiquel,2,VO,14.5,-91,Mayan,Mayan,Word Order
cml,Camling,1,OV,27,86.66666667,Himalayish,Sino-Tibetan,Word Order
cax,Campa (Axininca),2,VO,-12,-74,Pre-Andine Arawakan,Arawakan,Word Order
cam,Camsá,3,No dominant order,1.166666667,-77,Camsá,Camsá,Word Order
can,Candoshi,1,OV,-4.166666667,-77,Candoshi,Candoshi,Word Order
cnl,Canela,1,OV,-7,-45,Je Setentrional,Macro-Ge,Word Order
cnt,Cantonese,2,VO,23,113,Chinese,Sino-Tibetan,Word Order
car,Carib,1,OV,5.5,-56,Cariban,Cariban,Word Order
cde,Carib (De'kwana),1,OV,5.5,-65,Cariban,Cariban,Word Order
cas,Cashibo,1,OV,-8.5,-75.5,Panoan,Pano-Tacanan,Word Order
ctl,Catalan,2,VO,41.75,2,Romance,Indo-European,Word Order
ctw,Catawba,1,OV,35.5,-80.5,Catawban,Siouan,Word Order
cav,Cavineña,3,No dominant order,-13.33333333,-66.5,Tacanan,Pano-Tacanan,Word Order
cay,Cayapa,1,OV,0.6666666667,-79,Barbacoan,Barbacoan,Word Order
cyv,Cayuvava,2,VO,-13.5,-65.5,Cayuvava,Cayuvava,Word Order
ceb,Cebuano,2,VO,10,124,Greater Central Philippine,Austronesian,Word Order
cga,Chaga,2,VO,-3,37,Bantu,Niger-Congo,Word Order
chh,Chaha,1,OV,8.112935,37.93267,Semitic,Afro-Asiatic,Word Order
cai,Chai,3,No dominant order,5.333333333,35.33333333,South Surmic,Eastern Sudanic,Word Order
cme,Cham (Eastern),2,VO,11.33333333,108.5,Malayo-Sumbawan,Austronesian,Word Order
chw,Cham (Western),2,VO,12,105.5,Malayo-Sumbawan,Austronesian,Word Order
chb,Chambri,1,OV,-4.166666667,143.0833333,Lower Sepik,Ramu-Lower Sepik,Word Order
cha,Chamorro,2,VO,13.45,144.75,Chamorro,Austronesian,Word Order
chg,Chang,1,OV,26.33333333,94.75,Brahmaputran,Sino-Tibetan,Word Order
chn,Chantyal,1,OV,28.58333333,83.41666667,Bodic,Sino-Tibetan,Word Order
cso,Chatino (Sierra Occidental),2,VO,16.25,-97.33333333,Zapotecan,Oto-Manguean,Word Order
cya,Chatino (Yaitepec),2,VO,16.25,-97.25,Zapotecan,Oto-Manguean,Word Order
chd,Chaudangsi,1,OV,30,80.25,Bodic,Sino-Tibetan,Word Order
chc,Chechen,1,OV,43.25,45.83333333,Nakh,Nakh-Daghestanian,Word Order
cmh,Chemehuevi,3,No dominant order,34.33333333,-115.1666667,Northern Uto-Aztecan,Uto-Aztecan,Word Order
cpn,Chepang,1,OV,27.66666667,84.75,Himalayish,Sino-Tibetan,Word Order
che,Cherokee,1,OV,35.5,-83.5,Southern Iroquoian,Iroquoian,Word Order
cic,Chichewa,2,VO,-14,34,Bantu,Niger-Congo,Word Order
chi,Chimariko,1,OV,41,-123,Chimariko,Hokan,Word Order
cmr,Chin (Mara),1,OV,23,93.16666667,Kuki-Chin,Sino-Tibetan,Word Order
chs,Chin (Siyin),1,OV,23.83333333,94,Kuki-Chin,Sino-Tibetan,Word Order
cti,Chin (Tiddim),1,OV,23.33333333,93.66666667,Kuki-Chin,Sino-Tibetan,Word Order
ccm,Chinantec (Comaltepec),2,VO,17.58333333,-96.41666667,Chinantecan,Oto-Manguean,Word Order
cle,Chinantec (Lealao),2,VO,17.33333333,-95.91666667,Chinantecan,Oto-Manguean,Word Order
cpl,Chinantec (Palantla),2,VO,18.83333333,-96.75,Chinantecan,Oto-Manguean,Word Order
chq,Chinantec (Quiotepec),2,VO,17.58333333,-96.66666667,Chinantecan,Oto-Manguean,Word Order
ckl,Chinook (Lower),2,VO,46.25,-123.5,Chinookan,Penutian,Word Order
cpy,Chipaya,1,OV,-18.75,-67.83333333,Uru-Chipaya,Uru-Chipaya,Word Order
chp,Chipewyan,1,OV,59,-106,Athapaskan,Na-Dene,Word Order
cqt,Chiquitano,2,VO,-17.5,-60,Chiquitano,Chiquitano,Word Order
ctm,Chitimacha,1,OV,29.66666667,-91,Chitimacha,Chitimacha,Word Order
cct,Choctaw,1,OV,32.25,-88.5,Muskogean,Muskogean,Word Order
cln,Cholón,1,OV,-8,-77.5,Hobitu-Cholon,Hobitu-Cholon,Word Order
chx,Chontal (Huamelultec Oaxaca),2,VO,16,-95.75,Tequistlatecan,Hokan,Word Order
cmy,Chontal Maya,2,VO,18.16666667,-92.58333333,Mayan,Mayan,Word Order
chr,Chrau,2,VO,10.75,107.5,Bahnaric,Austro-Asiatic,Word Order
chj,Chuj,2,VO,15.91666667,-91.58333333,Mayan,Mayan,Word Order
chk,Chukchi,1,OV,67,-173,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Word Order
cba,Chumash (Barbareño),2,VO,34.5,-120.25,Chumash,Chumash,Word Order
chv,Chuvash,1,OV,55.5,47.5,Turkic,Altaic,Word Order
cbo,Chácobo,1,OV,-12.16666667,-66.75,Panoan,Pano-Tacanan,Word Order
coa,Coahuilteco,1,OV,28,-100,Coahuiltecan,Coahuiltecan,Word Order
coc,Cocama,2,VO,-5,-74.5,Maweti-Guarani,Tupian,Word Order
coe,Coeur d'Alene,2,VO,47.25,-116.5,Interior Salish,Salishan,Word Order
cmn,Comanche,1,OV,33.5,-101.5,Northern Uto-Aztecan,Uto-Aztecan,Word Order
cmx,Comox,2,VO,50.16666667,-125,Central Salish,Salishan,Word Order
coo,Coos (Hanis),3,No dominant order,43.5,-124.1666667,Coosan,Oregon Coast,Word Order
cop,Coptic,2,VO,26,32,Egyptian-Coptic,Afro-Asiatic,Word Order
cor,Cora,2,VO,22.16666667,-104.8333333,Corachol,Uto-Aztecan,Word Order
crn,Cornish,2,VO,50.33333333,-5,Celtic,Indo-European,Word Order
cre,Cree (Plains),2,VO,54,-110,Algonquian,Algic,Word Order
cea,Cree (Swampy),2,VO,56,-90,Algonquian,Algic,Word Order
cro,Crow,1,OV,47,-108,Missouri River Siouan,Siouan,Word Order
cua,Cua,2,VO,15.25,108.5,Bahnaric,Austro-Asiatic,Word Order
cub,Cubeo,1,OV,1.333333333,-70.5,Tucanoan,Tucanoan,Word Order
cui,Cuiba,1,OV,6.5,-70,Guahiban,Guahiban,Word Order
cuc,Cuica,2,VO,9,-70.5,Timote-Cuica,Timote-Cuica,Word Order
cup,Cupeño,1,OV,33.16666667,-116.5,Northern Uto-Aztecan,Uto-Aztecan,Word Order
cze,Czech,2,VO,50,15,Slavic,Indo-European,Word Order
cem,Cèmuhî,2,VO,-20.83333333,165.1666667,Oceanic,Austronesian,Word Order
ddj,Dadjriwalé,3,No dominant order,5.25,-5.666666667,Kru,Niger-Congo,Word Order
dag,Daga,1,OV,-10,149.3333333,Dagan,Trans-New Guinea,Word Order
dga,Dagaare,2,VO,10.5,-2.666666667,Oti-Volta,Niger-Congo,Word Order
dgb,Dagbani,2,VO,9.583333333,-0.5,Oti-Volta,Niger-Congo,Word Order
dgr,Dagur,1,OV,48,124,Mongolic,Altaic,Word Order
dam,Damana,3,No dominant order,11,-73.5,Arhuacic,Chibchan,Word Order
dan,Dan,1,OV,7.5,-8,Eastern Mande,Mande,Word Order
dni,Dani (Lower Grand Valley),1,OV,-4.333333333,138.8333333,Dani,Trans-New Guinea,Word Order
dsh,Danish,2,VO,56,10,Germanic,Indo-European,Word Order
drg,Dargwa,1,OV,42.25,47.41666667,Dargwic,Nakh-Daghestanian,Word Order
drm,Darma,1,OV,30,79.75,Bodic,Sino-Tibetan,Word Order
day,Day,2,VO,8.75,17.83333333,Day,Niger-Congo,Word Order
deg,Degema,2,VO,4.75,6.75,Edoid,Niger-Congo,Word Order
des,Desano,1,OV,0.8333333333,-69.83333333,Tucanoan,Tucanoan,Word Order
deu,Deuri,1,OV,26,90.25,Brahmaputran,Sino-Tibetan,Word Order
dha,Dhaasanac,1,OV,4.666666667,36.33333333,Lowland East Cushitic,Afro-Asiatic,Word Order
dhr,Dhargari,3,No dominant order,-23.75,114.9166667,Western Pama-Nyungan,Pama-Nyungan,Word Order
dhb,Dharumbal,1,OV,-22.75,150.5,Northern Pama-Nyungan,Pama-Nyungan,Word Order
dhm,Dhimal,1,OV,26.66666667,87.75,Dhimalic,Sino-Tibetan,Word Order
did,Didinga,2,VO,4.5,33.5,South Surmic,Eastern Sudanic,Word Order
die,Diegueño (Mesa Grande),1,OV,32.66666667,-116.1666667,Yuman,Hokan,Word Order
dig,Digaro,1,OV,28.41666667,96,Digaroan,Sino-Tibetan,Word Order
dms,Dimasa,1,OV,25.5,93,Brahmaputran,Sino-Tibetan,Word Order
